CREDIT	DEBIT	CHTRANSFERID	CREATEDDATE
5	0	1478781061	30-Dec-25
0	5	1478781065	30-Dec-25
0.5	0	1478781066	30-Dec-25
0	3	1478781070	30-Dec-25
7	0	1478781071	30-Dec-25
0	6	1478781074	30-Dec-25
1.5	0	1478781075	30-Dec-25
0.5	0	1478781076	30-Dec-25
0	0.25	1478781078	30-Dec-25
0	0.1	1478781079	30-Dec-25
0	2.5	1478781084	30-Dec-25
0	8	1478781087	30-Dec-25
1194	0	1478781089	30-Dec-25
0.52	0.025	1478781091	30-Dec-25
0	200.72	1478781093	30-Dec-25
7.5	0	1478781094	30-Dec-25
0.1	0	1478781095	30-Dec-25
0	10	1478781097	30-Dec-25
0	2	1478781099	30-Dec-25
90	0	1478781100	30-Dec-25
0	10	1478781101	30-Dec-25
0.25	0	1478781103	30-Dec-25
0	50	1478781105	30-Dec-25
0	0.3	1478781106	30-Dec-25
0	2.3	1478781107	30-Dec-25
0.5	0	1478781108	30-Dec-25
0	0.3	1478781109	30-Dec-25
3.15	0	1478781110	30-Dec-25
3	0	1478781111	30-Dec-25
0	170.852	1478781112	30-Dec-25
0	0.3	1478781113	30-Dec-25
0	50.18	1478781114	30-Dec-25
0	0.7	1478781116	30-Dec-25
109	0	1478781119	30-Dec-25
0.02	4.05	1478781121	30-Dec-25
0	1	1478781126	30-Dec-25
18	0	1478781127	30-Dec-25
0	130	1478781128	30-Dec-25
0	301.08	1478781130	30-Dec-25
6	0	1478781135	30-Dec-25
0.02	300.75	1478781137	30-Dec-25
4	0	1478781140	30-Dec-25
0	7	1478781141	30-Dec-25
60	0	1478781142	30-Dec-25
0	1003.6	1478781143	30-Dec-25
0.3	0	1478781147	30-Dec-25
1	0	1478781148	30-Dec-25
0	0.3	1478781149	30-Dec-25
0	0.5	1478781153	30-Dec-25
18	0	1478781157	30-Dec-25
0	15	1478781158	30-Dec-25
0	0.9	1478781160	30-Dec-25
0	0.2	1478781163	30-Dec-25
0	120.864	1478781165	30-Dec-25
0	0.1	1478781166	30-Dec-25
0	10	1478781170	30-Dec-25
0	1	1478781173	30-Dec-25
0	5	1478781174	30-Dec-25
0	20.144	1478781178	30-Dec-25
76.27	0.125	1478781184	30-Dec-25
0	1.5	1478781186	30-Dec-25
0	7	1478781187	30-Dec-25
0	21	1478781188	30-Dec-25
0	0.4	1478781189	30-Dec-25
0.3	0	1478781190	30-Dec-25
0	352.52	1478781191	30-Dec-25
10	0	1478781194	30-Dec-25
1	0	1478781195	30-Dec-25
0	0.1	1478781199	30-Dec-25
0	80	1478781200	30-Dec-25
0.02	28.07	1478781201	30-Dec-25
0.1	0	1478781204	30-Dec-25
0	0.3	1478781206	30-Dec-25
0	0.5	1478781209	30-Dec-25
7	0	1478781213	30-Dec-25
0	100	1478781214	30-Dec-25
0.5	0	1478781215	30-Dec-25
0	2.75	1478781216	30-Dec-25
0	0.5	1478781218	30-Dec-25
0	0.5	1478781221	30-Dec-25
0.02	6.05	1478781223	30-Dec-25
0	0.3	1478781224	30-Dec-25
0	3.1	1478781225	30-Dec-25
0	15	1478781226	30-Dec-25
0	0.2	1478781231	30-Dec-25
0	5.8	1478781232	30-Dec-25
0	0.2	1478781234	30-Dec-25
0	351.89	1478781235	30-Dec-25
16.145	0.0625	1478781236	30-Dec-25
2	0	1478781238	30-Dec-25
0	15	1478781242	30-Dec-25
0	3	1478781243	30-Dec-25
6	0	1478781244	30-Dec-25
1.2	0	1478781246	30-Dec-25
0	0.05	1478781248	30-Dec-25
0.5	0	1478781250	30-Dec-25
0	0.5	1478781251	30-Dec-25
0	0.3	1478781252	30-Dec-25
0	0.25	1478781253	30-Dec-25
0	351.26	1478781254	30-Dec-25
0	20	1478781255	30-Dec-25
0	0.1	1478781258	30-Dec-25
1	0	1478781260	30-Dec-25
0	1.8	1478781262	30-Dec-25
0	0.2	1478781263	30-Dec-25
0	0.5	1478781265	30-Dec-25
0.02	70.25	1478781268	30-Dec-25
0.02	10.1	1478781269	30-Dec-25
0	1	1478781273	30-Dec-25
0	0.85	1478781275	30-Dec-25
0.5	0	1478781276	30-Dec-25
0.5	0	1478781277	30-Dec-25
0	4	1478781279	30-Dec-25
0	50.18	1478781280	30-Dec-25
2.12	0.05	1478781281	30-Dec-25
0.1	0	1478781286	30-Dec-25
1	0	1478781288	30-Dec-25
1.07	0.025	1478781290	30-Dec-25
0	4	1478781291	30-Dec-25
0	0.15	1478781293	30-Dec-25
0	0.25	1478781295	30-Dec-25
0	4	1478781297	30-Dec-25
3	0	1478781301	30-Dec-25
0.25	0	1478781302	30-Dec-25
1.7	0	1478781303	30-Dec-25
0	0.3	1478781304	30-Dec-25
0	14	1478781305	30-Dec-25
0	0.3	1478781307	30-Dec-25
0	151.64	1478781309	30-Dec-25
0.02	1.05	1478781311	30-Dec-25
0	100	1478781315	30-Dec-25
0.3	0	1478781317	30-Dec-25
0	1	1478781319	30-Dec-25
5	0	1478781321	30-Dec-25
0	2.5	1478781325	30-Dec-25
0	5	1478781326	30-Dec-25
20.145	0.0625	1478781327	30-Dec-25
0	14	1478781328	30-Dec-25
0	0.45	1478781330	30-Dec-25
0	0.4	1478781331	30-Dec-25
0	0.3	1478781337	30-Dec-25
0	7	1478781341	30-Dec-25
4.12	0.05	1478781345	30-Dec-25
0	10	1478781346	30-Dec-25
0	0.8	1478781347	30-Dec-25
0.3	0	1478781348	30-Dec-25
7.6	0	1478781349	30-Dec-25
7.9	0.45	1478781353	30-Dec-25
0	10	1478781355	30-Dec-25
1	0	1478781356	30-Dec-25
0	0.4	1478781358	30-Dec-25
0	8	1478781360	30-Dec-25
3.12	0.05	1478781361	30-Dec-25
0	4	1478781363	30-Dec-25
1	0	1478781364	30-Dec-25
11	0	1478781366	30-Dec-25
0	0.3	1478781370	30-Dec-25
0	0.5	1478781371	30-Dec-25
0	8	1478781372	30-Dec-25
0	0.8	1478781375	30-Dec-25
0	1	1478781376	30-Dec-25
0	20	1478781378	30-Dec-25
0	7	1478781379	30-Dec-25
0	0.25	1478781382	30-Dec-25
0	1	1478781383	30-Dec-25
0	20	1478781385	30-Dec-25
0	51	1478781389	30-Dec-25
12	0	1478781390	30-Dec-25
0	20.216	1478781392	30-Dec-25
0	10	1478781395	30-Dec-25
18	0	1478781396	30-Dec-25
0	2	1478781397	30-Dec-25
0	22	1478781398	30-Dec-25
0	0.6	1478781407	30-Dec-25
0.5	0	1478781410	30-Dec-25
0	0.6	1478781412	30-Dec-25
0	1.5	1478781413	30-Dec-25
0	1	1478781414	30-Dec-25
0	3.5	1478781415	30-Dec-25
1	0	1478781416	30-Dec-25
0	9.0324	1478781417	30-Dec-25
0.8	0	1478781419	30-Dec-25
0.5	0	1478781420	30-Dec-25
0	0.5	1478781425	30-Dec-25
0.1	0	1478781427	30-Dec-25
0	0.25	1478781429	30-Dec-25
8	0	1478781430	30-Dec-25
0.5	0	1478781431	30-Dec-25
18	0	1478781433	30-Dec-25
7	0	1478781435	30-Dec-25
0	0.2	1478781441	30-Dec-25
0.13	0	1478781442	30-Dec-25
0	0.3	1478781450	30-Dec-25
0.9	0	1478781452	30-Dec-25
1.38	0	1478781453	30-Dec-25
0	0.3	1478781455	30-Dec-25
0	100.72	1478781456	30-Dec-25
0.02	1.05	1478781457	30-Dec-25
20.145	0.0625	1478781458	30-Dec-25
0	500	1478781460	30-Dec-25
0.02	15.125	1478781464	30-Dec-25
1.1	0	1478781465	30-Dec-25
0	0.12	1478781467	30-Dec-25
2	0	1478781468	30-Dec-25
0.5	0	1478781469	30-Dec-25
0.2	0	1478781470	30-Dec-25
0.02	15.0375	1478781471	30-Dec-25
1	0	1478781477	30-Dec-25
0	20	1478781480	30-Dec-25
0.5	0	1478781485	30-Dec-25
1	0	1478781486	30-Dec-25
0	9	1478781487	30-Dec-25
0	0.08	1478781489	30-Dec-25
0.5	0	1478781492	30-Dec-25
3	0	1478781493	30-Dec-25
0.02	1.05	1478781494	30-Dec-25
0	9	1478781496	30-Dec-25
0.25	0	1478781498	30-Dec-25
0	0.5	1478781500	30-Dec-25
0	1.6	1478781502	30-Dec-25
3	0	1478781507	30-Dec-25
0	1	1478781508	30-Dec-25
0	50	1478781512	30-Dec-25
0.7	0	1478781513	30-Dec-25
0	0.5	1478781515	30-Dec-25
0.02	100.25	1478781516	30-Dec-25
0	0.5	1478781522	30-Dec-25
0	5	1478781523	30-Dec-25
8	0	1478781524	30-Dec-25
4	0	1478781527	30-Dec-25
0.25	0	1478781530	30-Dec-25
0	3	1478781531	30-Dec-25
23.17	0.075	1478781533	30-Dec-25
0	14	1478781535	30-Dec-25
0	1	1478781537	30-Dec-25
223	0	1478781538	30-Dec-25
0	3	1478781540	30-Dec-25
13	0	1478781541	30-Dec-25
0	0.05	1478781542	30-Dec-25
0.5	0	1478781543	30-Dec-25
0	0.5	1478781547	30-Dec-25
6	0	1478781548	30-Dec-25
0	5	1478781549	30-Dec-25
0	1003.6	1478781551	30-Dec-25
1	0	1478781554	30-Dec-25
0	2	1478781555	30-Dec-25
0	20	1478781557	30-Dec-25
0	6	1478781559	30-Dec-25
51.3	0	1478781560	30-Dec-25
4	0	1478781561	30-Dec-25
0.25	0	1478781564	30-Dec-25
0.5	0	1478781565	30-Dec-25
0	100	1478781568	30-Dec-25
0.02	20.125	1478781571	30-Dec-25
0	200.72	1478781572	30-Dec-25
0	50	1478781577	30-Dec-25
0	60	1478781578	30-Dec-25
85.27	0.125	1478781582	30-Dec-25
0	0.6	1478781585	30-Dec-25
0.8	0	1478781587	30-Dec-25
0.1	0	1478781589	30-Dec-25
0	0.5	1478781594	30-Dec-25
5	0	1478781597	30-Dec-25
0	1	1478781598	30-Dec-25
0.5	0	1478781599	30-Dec-25
0.02	40.2	1478781601	30-Dec-25
2.12	0.05	1478781603	30-Dec-25
0	15	1478781604	30-Dec-25
0	1	1478781611	30-Dec-25
0.25	0	1478781612	30-Dec-25
0	1	1478781613	30-Dec-25
0	0.5	1478781615	30-Dec-25
0.02	20.125	1478781617	30-Dec-25
0	0.5	1478781618	30-Dec-25
0.1	0	1478781619	30-Dec-25
0.25	0	1478781621	30-Dec-25
0	1.4	1478781622	30-Dec-25
8.12	0.05	1478781624	30-Dec-25
751.52	0.75	1478781625	30-Dec-25
0.25	0	1478781626	30-Dec-25
0	0.2	1478781627	30-Dec-25
0	0.6	1478781629	30-Dec-25
0	0.6	1478781632	30-Dec-25
0	128.7426	1478781634	30-Dec-25
3	0	1478781637	30-Dec-25
0	156.4216	1478781640	30-Dec-25
5	0	1478781642	30-Dec-25
0	550.99	1478781643	30-Dec-25
0	29	1478781644	30-Dec-25
0	0.5	1478781645	30-Dec-25
0	7	1478781648	30-Dec-25
0	0.5	1478781649	30-Dec-25
0.02	10.025	1478781651	30-Dec-25
0.5	0	1478781652	30-Dec-25
0	0.5	1478781656	30-Dec-25
50.9	0.45	1478781657	30-Dec-25
1.07	0.025	1478781660	30-Dec-25
0	0.15	1478781663	30-Dec-25
0	0.25	1478781664	30-Dec-25
0.5	0	1478781667	30-Dec-25
0.12	0	1478781668	30-Dec-25
1	0	1478781669	30-Dec-25
0	0.7	1478781670	30-Dec-25
0	54.5	1478781672	30-Dec-25
0	0.4	1478781675	30-Dec-25
0	0.5	1478781676	30-Dec-25
5.12	0.05	1478781678	30-Dec-25
11	0	1478781680	30-Dec-25
1.7	0	1478781681	30-Dec-25
0	302.16	1478781684	30-Dec-25
0	2.6	1478781685	30-Dec-25
0	11	1478781687	30-Dec-25
1.2	0	1478781688	30-Dec-25
0.02	95.25	1478781689	30-Dec-25
0.02	1.05	1478781690	30-Dec-25
0	0.75	1478781694	30-Dec-25
0	25	1478781695	30-Dec-25
0	2	1478781696	30-Dec-25
0.3	0	1478781697	30-Dec-25
5.72	0.05	1478781698	30-Dec-25
0	1	1478781700	30-Dec-25
0	3	1478781701	30-Dec-25
30	0	1478781704	30-Dec-25
0	5	1478781708	30-Dec-25
0.5	0	1478781709	30-Dec-25
0	0.1	1478781710	30-Dec-25
0.02	2.05	1478781713	30-Dec-25
0	353.78	1478781715	30-Dec-25
0	1	1478781717	30-Dec-25
0.25	0	1478781718	30-Dec-25
1	0	1478781720	30-Dec-25
1.32	0.05	1478781721	30-Dec-25
0.8	0	1478781722	30-Dec-25
0	2.2	1478781723	30-Dec-25
0.02	0.25	1478781724	30-Dec-25
0	20	1478781725	30-Dec-25
2	0	1478781727	30-Dec-25
0.16	0	1478781728	30-Dec-25
1.07	0.025	1478781731	30-Dec-25
0	151.3236	1478781732	30-Dec-25
0	3.5	1478781736	30-Dec-25
6	0	1478781737	30-Dec-25
0	10	1478781744	30-Dec-25
25	0	1478781746	30-Dec-25
0	0.2	1478781747	30-Dec-25
1	0	1478781748	30-Dec-25
1.7	0	1478781749	30-Dec-25
1.02	0.01	1478781750	30-Dec-25
0	2.2	1478781751	30-Dec-25
0	21.99	1478781755	30-Dec-25
0	0.2	1478781756	30-Dec-25
0	5	1478781759	30-Dec-25
0.02	202	1478781760	30-Dec-25
20	0	1478781766	30-Dec-25
0.3	0	1478781770	30-Dec-25
4.4	0	1478781773	30-Dec-25
0.62	0	1478781774	30-Dec-25
0	0.7	1478781777	30-Dec-25
0	0.2	1478781778	30-Dec-25
0.02	6.1	1478781781	30-Dec-25
0.02	1.05	1478781782	30-Dec-25
65.27	0.125	1478781784	30-Dec-25
0	1.2	1478781785	30-Dec-25
0	3	1478781787	30-Dec-25
0	0.3	1478781789	30-Dec-25
0.02	25.15	1478781792	30-Dec-25
0	10	1478781794	30-Dec-25
0	0.3	1478781796	30-Dec-25
0	1	1478781797	30-Dec-25
2	0	1478781798	30-Dec-25
0	1	1478781799	30-Dec-25
9.12	0.05	1478781804	30-Dec-25
0	1	1478781807	30-Dec-25
25	0	1478781808	30-Dec-25
0	7	1478781809	30-Dec-25
49.9	0.45	1478781810	30-Dec-25
0	200.72	1478781811	30-Dec-25
7.6	0	1478781812	30-Dec-25
0	19	1478781813	30-Dec-25
1000	0	1478781814	30-Dec-25
0.5	0	1478781818	30-Dec-25
0	100	1478781819	30-Dec-25
0	0.8	1478781821	30-Dec-25
2.12	0.05	1478781824	30-Dec-25
0	178	1478781826	30-Dec-25
0.02	50.125	1478781828	30-Dec-25
0.5	0	1478781830	30-Dec-25
0	6.8	1478781832	30-Dec-25
0	0.3	1478781833	30-Dec-25
0	0.3	1478781834	30-Dec-25
0.5	0	1478781836	30-Dec-25
0	100.36	1478781837	30-Dec-25
0	0.8	1478781838	30-Dec-25
0	0.2	1478781839	30-Dec-25
0	12	1478781841	30-Dec-25
150.77	0.375	1478781844	30-Dec-25
0	0.2	1478781845	30-Dec-25
0	1	1478781849	30-Dec-25
0	100	1478781851	30-Dec-25
0	3	1478781854	30-Dec-25
0	0.3	1478781858	30-Dec-25
0	1.2	1478781859	30-Dec-25
0	0.4	1478781861	30-Dec-25
0	0.15	1478781864	30-Dec-25
0	7	1478781867	30-Dec-25
0	30.108	1478781868	30-Dec-25
0	70	1478781870	30-Dec-25
0	0.7	1478781871	30-Dec-25
0	1	1478781872	30-Dec-25
5	0	1478781873	30-Dec-25
0.5	0	1478781874	30-Dec-25
0	1.3	1478781877	30-Dec-25
1	0	1478781878	30-Dec-25
1	0	1478781883	30-Dec-25
0	10	1478781887	30-Dec-25
0	0.5	1478781888	30-Dec-25
0.02	80.25	1478781890	30-Dec-25
0	0.85	1478781894	30-Dec-25
0	1.59	1478781896	30-Dec-25
0	6.6	1478781897	30-Dec-25
0	0.3	1478781899	30-Dec-25
0.02	10.1	1478781902	30-Dec-25
0	0.3	1478781903	30-Dec-25
202	1	1478781904	30-Dec-25
0	1	1478781905	30-Dec-25
0	100	1478781906	30-Dec-25
0	20.072	1478781910	30-Dec-25
1.2	0	1478781911	30-Dec-25
0	10	1478781915	30-Dec-25
0.02	200.5	1478781916	30-Dec-25
0.3	0	1478781917	30-Dec-25
0	0.7	1478781919	30-Dec-25
12	0	1478781921	30-Dec-25
0.2	0	1478781922	30-Dec-25
1	0	1478781925	30-Dec-25
0	13	1478781928	30-Dec-25
0	102	1478781929	30-Dec-25
0	5	1478781932	30-Dec-25
0.02	150.375	1478781933	30-Dec-25
0.02	3.05	1478781941	30-Dec-25
0	30.216	1478781942	30-Dec-25
0	4	1478781946	30-Dec-25
0.7	0	1478781947	30-Dec-25
10	0	1478781948	30-Dec-25
0.4	0	1478781949	30-Dec-25
0.5	0	1478781953	30-Dec-25
0	0.4	1478781956	30-Dec-25
0	0.5	1478781957	30-Dec-25
0	7.5	1478781959	30-Dec-25
0	0.3	1478781963	30-Dec-25
0.2	0	1478781966	30-Dec-25
0	1	1478781967	30-Dec-25
0.02	55.275	1478781970	30-Dec-25
0	0.3	1478781972	30-Dec-25
0	180	1478781979	30-Dec-25
0.02	3.1	1478781980	30-Dec-25
0.1	0	1478781984	30-Dec-25
5.12	0.05	1478781985	30-Dec-25
0	10	1478781986	30-Dec-25
0.5	0	1478781987	30-Dec-25
0	50.18	1478781989	30-Dec-25
0	0.3	1478781992	30-Dec-25
0	0.5	1478781994	30-Dec-25
3	0	1478781995	30-Dec-25
0.02	150.375	1478781996	30-Dec-25
0.5	0	1478781997	30-Dec-25
0	0.4	1478781999	30-Dec-25
0	0.3	1478782000	30-Dec-25
0.02	56.14	1478782001	30-Dec-25
0	201.44	1478782002	30-Dec-25
0	0.5	1478782005	30-Dec-25
300	0	1478782009	30-Dec-25
0	1.6	1478782010	30-Dec-25
130.28	0.13	1478782011	30-Dec-25
0.3	0	1478782013	30-Dec-25
9.05	0	1478782014	30-Dec-25
50	0	1478782019	30-Dec-25
0	0.5	1478782020	30-Dec-25
0	8	1478782026	30-Dec-25
1	0	1478782027	30-Dec-25
0.02	100.3502	1478782028	30-Dec-25
3.12	0.05	1478782029	30-Dec-25
500	0	1478782033	30-Dec-25
10.12	0.05	1478782034	30-Dec-25
0	31	1478782035	30-Dec-25
200	0	1478782038	30-Dec-25
11.145	0.0625	1478782040	30-Dec-25
0	0.5	1478782041	30-Dec-25
0.7	0	1478782042	30-Dec-25
0.24	0	1478782043	30-Dec-25
5.12	0.05	1478782045	30-Dec-25
90	0	1478782046	30-Dec-25
5	0	1478782048	30-Dec-25
0	1.5	1478782049	30-Dec-25
0	5	1478782052	30-Dec-25
0.02	4.1	1478782053	30-Dec-25
0	5	1478782054	30-Dec-25
0	3	1478782059	30-Dec-25
1.07	0.025	1478782061	30-Dec-25
0.5	0	1478782062	30-Dec-25
6.2	0	1478782063	30-Dec-25
0.5	0	1478782064	30-Dec-25
1	0	1478782065	30-Dec-25
0	0.2	1478782066	30-Dec-25
0	100	1478782068	30-Dec-25
50.27	0.125	1478782070	30-Dec-25
0	1	1478782072	30-Dec-25
0.02	10.9272	1478782073	30-Dec-25
0.02	5.1	1478782074	30-Dec-25
0	0.5	1478782076	30-Dec-25
0	30	1478782077	30-Dec-25
0	20	1478782078	30-Dec-25
0.3	0	1478782079	30-Dec-25
0	0.1	1478782084	30-Dec-25
0	0.5	1478782086	30-Dec-25
0	5	1478782089	30-Dec-25
0.02	100.25	1478782092	30-Dec-25
0	7	1478782093	30-Dec-25
200	0	1478782095	30-Dec-25
2.3	0	1478782096	30-Dec-25
100.27	0.125	1478782098	30-Dec-25
0.75	0	1478782100	30-Dec-25
0	30.216	1478782101	30-Dec-25
22	0	1478782106	30-Dec-25
0	10.16	1478782108	30-Dec-25
0	0.25	1478782110	30-Dec-25
4572	0	1478782112	30-Dec-25
0	1	1478782122	30-Dec-25
1	0	1478782123	30-Dec-25
15.145	0.0625	1478782124	30-Dec-25
0	0.7	1478782127	30-Dec-25
0	2.5	1478782129	30-Dec-25
9.5	0	1478782132	30-Dec-25
15.145	0.0625	1478782133	30-Dec-25
277.574	0.277	1478782135	30-Dec-25
0	4	1478782136	30-Dec-25
24.67	0.075	1478782137	30-Dec-25
0.02	11.228	1478782141	30-Dec-25
0	10.036	1478782143	30-Dec-25
0	3.7	1478782145	30-Dec-25
0	0.2	1478782148	30-Dec-25
1	0	1478782151	30-Dec-25
0	250.9	1478782155	30-Dec-25
0	12	1478782156	30-Dec-25
0	5	1478782160	30-Dec-25
0	10	1478782162	30-Dec-25
5	0	1478782163	30-Dec-25
0.02	9.6	1478782166	30-Dec-25
0	8	1478782168	30-Dec-25
0.02	3.1	1478782170	30-Dec-25
0	0.7	1478782172	30-Dec-25
0	0.1	1478782173	30-Dec-25
0	0.25	1478782181	30-Dec-25
0	3	1478782182	30-Dec-25
0	20	1478782183	30-Dec-25
0.3	0	1478782185	30-Dec-25
0	1	1478782187	30-Dec-25
0	0.3	1478782192	30-Dec-25
0.3	0	1478782193	30-Dec-25
1.5	0	1478782196	30-Dec-25
0	1	1478782200	30-Dec-25
0	0.2	1478782202	30-Dec-25
0	70.756	1478782203	30-Dec-25
2.02	0.05	1478782204	30-Dec-25
20	0	1478782207	30-Dec-25
0.25	0	1478782209	30-Dec-25
0	0.3	1478782213	30-Dec-25
0.5	0	1478782214	30-Dec-25
0	2.4	1478782215	30-Dec-25
0.4	0	1478782217	30-Dec-25
0.02	10.1	1478782220	30-Dec-25
0.02	50.2	1478782221	30-Dec-25
0.1	0	1478782222	30-Dec-25
0.23	0	1478782223	30-Dec-25
0.5	0	1478782224	30-Dec-25
1	0	1478782227	30-Dec-25
10	0	1478782228	30-Dec-25
0	2.5	1478782229	30-Dec-25
0.25	0	1478782231	30-Dec-25
0.3	0	1478782233	30-Dec-25
0	14.5	1478782234	30-Dec-25
0	304.9044	1478782242	30-Dec-25
2	0	1478782245	30-Dec-25
0.5	0	1478782250	30-Dec-25
1.3	0	1478782251	30-Dec-25
0	0.1	1478782252	30-Dec-25
4	0	1478782254	30-Dec-25
0	10	1478782255	30-Dec-25
0	619.5	1478782258	30-Dec-25
4	0	1478782259	30-Dec-25
2	0	1478782260	30-Dec-25
0	3	1478782261	30-Dec-25
4.12	0.05	1478782263	30-Dec-25
5.02	0.05	1478782264	30-Dec-25
0	3	1478782265	30-Dec-25
9.12	0.05	1478782266	30-Dec-25
0.5	0	1478782270	30-Dec-25
0	1	1478782271	30-Dec-25
0	0.1	1478782272	30-Dec-25
0.75	0	1478782273	30-Dec-25
0.5	0	1478782281	30-Dec-25
0	0.12	1478782283	30-Dec-25
0	0.5	1478782287	30-Dec-25
0.6	0	1478782288	30-Dec-25
0	0.35	1478782290	30-Dec-25
5.12	0.05	1478782291	30-Dec-25
0.1	0	1478782296	30-Dec-25
0.2	0	1478782298	30-Dec-25
0	1	1478782300	30-Dec-25
50.22	0.1	1478782303	30-Dec-25
0	0.6	1478782306	30-Dec-25
0	170	1478782310	30-Dec-25
0	0.3	1478782313	30-Dec-25
8.12	0.05	1478782315	30-Dec-25
50	0	1478782320	30-Dec-25
4	0	1478782322	30-Dec-25
0	1	1478782323	30-Dec-25
0	7	1478782325	30-Dec-25
15.145	0.0625	1478782328	30-Dec-25
4.3	0	1478782329	30-Dec-25
0	8.8	1478782331	30-Dec-25
0	0.5	1478782332	30-Dec-25
1	0	1478782333	30-Dec-25
0.25	0	1478782334	30-Dec-25
0	0.5	1478782335	30-Dec-25
9.12	0.05	1478782336	30-Dec-25
1	0	1478782337	30-Dec-25
0	2.8	1478782338	30-Dec-25
0.5	0	1478782340	30-Dec-25
0	1	1478782343	30-Dec-25
0	5	1478782346	30-Dec-25
0	1	1478782351	30-Dec-25
0	3.4	1478782352	30-Dec-25
0	0.5	1478782353	30-Dec-25
1.3	0	1478782354	30-Dec-25
0	0.3	1478782355	30-Dec-25
25	0	1478782356	30-Dec-25
0	1000.18	1478782357	30-Dec-25
0	0.12	1478782359	30-Dec-25
0	0.25	1478782360	30-Dec-25
0	7	1478782361	30-Dec-25
0.6	0	1478782363	30-Dec-25
0.02	200.5	1478782364	30-Dec-25
0	1	1478782365	30-Dec-25
0.5	0	1478782367	30-Dec-25
0	3	1478782370	30-Dec-25
0.2	0	1478782372	30-Dec-25
0	100.51	1478782374	30-Dec-25
0	70	1478782375	30-Dec-25
0.02	9.1	1478782376	30-Dec-25
0	1.8	1478782377	30-Dec-25
0	0.5	1478782378	30-Dec-25
12.645	0.0625	1478782380	30-Dec-25
4	0	1478782382	30-Dec-25
0	0.1	1478782383	30-Dec-25
0	302.16	1478782386	30-Dec-25
140.3	0.14	1478782387	30-Dec-25
22	0	1478782392	30-Dec-25
0	1	1478782395	30-Dec-25
0	3	1478782396	30-Dec-25
0.02	51.25	1478782398	30-Dec-25
0.02	50.2	1478782400	30-Dec-25
9.12	0.05	1478782401	30-Dec-25
0	22.19	1478782403	30-Dec-25
12.745	0.0625	1478782405	30-Dec-25
0	1	1478782408	30-Dec-25
0	1	1478782409	30-Dec-25
0	14.854	1478782410	30-Dec-25
0.65	0	1478782411	30-Dec-25
0	339.2252	1478782413	30-Dec-25
5	0	1478782414	30-Dec-25
0.25	0	1478782416	30-Dec-25
0	0.5	1478782417	30-Dec-25
0.7	0	1478782422	30-Dec-25
17	0	1478782424	30-Dec-25
0	3	1478782428	30-Dec-25
0	50.36	1478782433	30-Dec-25
0	50.18	1478782438	30-Dec-25
8.17	0.05	1478782457	30-Dec-25
0	40	1478782458	30-Dec-25
10	0	1478782459	30-Dec-25
0	0.1	1478782461	30-Dec-25
0	2	1478782462	30-Dec-25
0	0.1	1478782464	30-Dec-25
0	550	1478782468	30-Dec-25
5	0	1478782469	30-Dec-25
2	0	1478782471	30-Dec-25
0	1.5	1478782472	30-Dec-25
0	0.7	1478782477	30-Dec-25
3	0	1478782479	30-Dec-25
0	0.5	1478782480	30-Dec-25
0	3.5	1478782482	30-Dec-25
0	0.3	1478782483	30-Dec-25
15.145	0.0625	1478782484	30-Dec-25
0.02	1.05	1478782486	30-Dec-25
0	4.1	1478782489	30-Dec-25
0	13.0468	1478782490	30-Dec-25
10	0	1478782491	30-Dec-25
0	0.4	1478782497	30-Dec-25
0	0.6	1478782498	30-Dec-25
0.4	0	1478782499	30-Dec-25
0.02	100.25	1478782500	30-Dec-25
0.7	0	1478782505	30-Dec-25
0.5	0	1478782516	30-Dec-25
0	0.6	1478782517	30-Dec-25
1.07	0.025	1478782518	30-Dec-25
130.28	0.13	1478782519	30-Dec-25
0	10	1478782520	30-Dec-25
8.12	0.05	1478782522	30-Dec-25
0	300	1478782524	30-Dec-25
1	0	1478782525	30-Dec-25
0	0.7	1478782530	30-Dec-25
0	0.3	1478782532	30-Dec-25
0	10	1478782533	30-Dec-25
0	0.5	1478782535	30-Dec-25
0	100.54	1478782536	30-Dec-25
0	0.3	1478782537	30-Dec-25
4	0	1478782538	30-Dec-25
5	0	1478782539	30-Dec-25
5.02	0.05	1478782540	30-Dec-25
0	0.1	1478782541	30-Dec-25
0.12	0	1478782542	30-Dec-25
0	1	1478782545	30-Dec-25
0.02	2.6	1478782548	30-Dec-25
0	0.12	1478782549	30-Dec-25
1.07	0.025	1478782550	30-Dec-25
50.22	0.1	1478782555	30-Dec-25
0	6	1478782556	30-Dec-25
0	1.5	1478782559	30-Dec-25
113.12	0.56	1478782562	30-Dec-25
50	0	1478782563	30-Dec-25
0	4.5	1478782565	30-Dec-25
0.3	0	1478782566	30-Dec-25
0	2	1478782567	30-Dec-25
0	0.8	1478782574	30-Dec-25
0	60	1478782575	30-Dec-25
0	150.54	1478782579	30-Dec-25
0	15	1478782581	30-Dec-25
0.12	0	1478782583	30-Dec-25
0.02	20.05	1478782584	30-Dec-25
10.12	0.05	1478782586	30-Dec-25
2	0	1478782588	30-Dec-25
0	0.1	1478782590	30-Dec-25
0	100.9	1478782593	30-Dec-25
5	0	1478782594	30-Dec-25
0	2.45	1478782596	30-Dec-25
0.02	3.1	1478782597	30-Dec-25
0.7	0	1478782598	30-Dec-25
6	0	1478782599	30-Dec-25
