BALANCE	REFNO	DATECREATED
-201.44	1527038392	23-Jun-26
-1007.2	1527038399	23-Jun-26
-100.9	1527038410	23-Jun-26
-100.9	1527038413	23-Jun-26
-50.45	1527038414	23-Jun-26
-504.5	1527038468	23-Jun-26
-5.04	1527038502	23-Jun-26
-50.36	1527038503	23-Jun-26
-100.72	1527038504	23-Jun-26
-151.35	1527038505	23-Jun-26
-352.52	1527038513	23-Jun-26
-50.36	1527038515	23-Jun-26
-100.9	1527038518	23-Jun-26
-60.43	1527038521	23-Jun-26
-50.14	1527038548	23-Jun-26
-201.44	1527038551	23-Jun-26
-10.07	1527038580	23-Jun-26
-100.72	1527038581	23-Jun-26
-50.36	1527038582	23-Jun-26
-100.72	1527038585	23-Jun-26
-100.72	1527038598	23-Jun-26
-25.18	1527038613	23-Jun-26
-50.36	1527038615	23-Jun-26
-504.5	1527038619	23-Jun-26
-100.9	1527038627	23-Jun-26
-100.9	1527038629	23-Jun-26
-25.18	1527038635	23-Jun-26
-100.72	1527038645	23-Jun-26
-100.72	1527038646	23-Jun-26
-54.73	1527038647	23-Jun-26
-252.25	1527038652	23-Jun-26
20.45	1527038666	23-Jun-26
-254.91	1527038675	23-Jun-26
-20.07	1527038676	23-Jun-26
-100.9	1527038692	23-Jun-26
-330	1527038696	23-Jun-26
-25.23	1527038726	23-Jun-26
-100.72	1527038745	23-Jun-26
-20.14	1527038765	23-Jun-26
-50.36	1527038771	23-Jun-26
-20.14	1527038783	23-Jun-26
-200.72	1527038784	23-Jun-26
-50.36	1527038787	23-Jun-26
-20.14	1527038789	23-Jun-26
-402.88	1527038794	23-Jun-26
-100.9	1527038799	23-Jun-26
-30.27	1527038814	23-Jun-26
-30.27	1527038816	23-Jun-26
-101.08	1527038821	23-Jun-26
-50.36	1527038828	23-Jun-26
-100.72	1527038840	23-Jun-26
-151.08	1527038841	23-Jun-26
-807.2	1527038843	23-Jun-26
-50.36	1527038850	23-Jun-26
-39.67	1527038856	23-Jun-26
-100.9	1527038865	23-Jun-26
-201.44	1527038875	23-Jun-26
-201.44	1527038883	23-Jun-26
-201.44	1527038918	23-Jun-26
-50.36	1527038923	23-Jun-26
-50.36	1527038932	23-Jun-26
-100.72	1527038934	23-Jun-26
-151.08	1527038942	23-Jun-26
-151.35	1527038945	23-Jun-26
-403.6	1527038947	23-Jun-26
-40.29	1527038950	23-Jun-26
-28.2	1527038972	23-Jun-26
-20.14	1527038973	23-Jun-26
-55.2	1527038983	23-Jun-26
-8.72	1527038996	23-Jun-26
16.45	1527039008	23-Jun-26
-504.5	1527039018	23-Jun-26
-100.9	1527039029	23-Jun-26
-504.5	1527039039	23-Jun-26
-151.35	1527039049	23-Jun-26
-252.25	1527039052	23-Jun-26
-70.5	1527039053	23-Jun-26
-50.45	1527039060	23-Jun-26
-100.72	1527039063	23-Jun-26
-65.68	1527039068	23-Jun-26
-201.8	1527039094	23-Jun-26
-100.9	1527039104	23-Jun-26
-201.44	1527039113	23-Jun-26
-503.6	1527039119	23-Jun-26
-50.18	1527039124	23-Jun-26
-201.8	1527039125	23-Jun-26
-201.8	1527039126	23-Jun-26
-100.72	1527039141	23-Jun-26
-50	1527039144	23-Jun-26
-501.8	1527039150	23-Jun-26
-201.8	1527039169	23-Jun-26
-35.13	1527039170	23-Jun-26
-251.8	1527039178	23-Jun-26
-201.44	1527039186	23-Jun-26
804	1527039202	23-Jun-26
-50.45	1527039224	23-Jun-26
-102.62	1527039228	23-Jun-26
-1007.2	1527039236	23-Jun-26
-100.9	1527039238	23-Jun-26
-50.45	1527039246	23-Jun-26
-50.36	1527039256	23-Jun-26
-100.9	1527039260	23-Jun-26
-403.6	1527039268	23-Jun-26
-504.5	1527039270	23-Jun-26
-10.07	1527039272	23-Jun-26
-100.72	1527039289	23-Jun-26
100.5	1527039292	23-Jun-26
-504.5	1527039294	23-Jun-26
-50.36	1527039327	23-Jun-26
-50.36	1527039328	23-Jun-26
-302.16	1527039334	23-Jun-26
-100.72	1527039335	23-Jun-26
-2.01	1527039338	23-Jun-26
-159.14	1527039343	23-Jun-26
-100.72	1527039345	23-Jun-26
-201.8	1527039371	23-Jun-26
-50.45	1527039375	23-Jun-26
-504.5	1527039389	23-Jun-26
-50.45	1527039393	23-Jun-26
-50.36	1527039398	23-Jun-26
-403.6	1527039406	23-Jun-26
-15.11	1527039417	23-Jun-26
-554.95	1527039439	23-Jun-26
-201.8	1527039461	23-Jun-26
-50.18	1527039474	23-Jun-26
-504.5	1527039476	23-Jun-26
-50.36	1527039485	23-Jun-26
-70.1	1527039500	23-Jun-26
-40.29	1527039506	23-Jun-26
-604.32	1527039512	23-Jun-26
-201.8	1527039519	23-Jun-26
-65.47	1527039520	23-Jun-26
-10.07	1527039521	23-Jun-26
-17.43	1527039526	23-Jun-26
-201.44	1527039529	23-Jun-26
-100.72	1527039535	23-Jun-26
-503.6	1527039537	23-Jun-26
-302.36	1527039553	23-Jun-26
-20.14	1527039554	23-Jun-26
-50.36	1527039555	23-Jun-26
-100.9	1527039557	23-Jun-26
-20.14	1527039574	23-Jun-26
-100.9	1527039584	23-Jun-26
-20.18	1527039606	23-Jun-26
-50.45	1527039626	23-Jun-26
-100.9	1527039629	23-Jun-26
-201.8	1527039659	23-Jun-26
-302.16	1527039663	23-Jun-26
-100.72	1527039668	23-Jun-26
-250.54	1527039669	23-Jun-26
-20.14	1527039689	23-Jun-26
4.55	1527039696	23-Jun-26
-100.72	1527039706	23-Jun-26
-50.36	1527039729	23-Jun-26
-101.08	1527039730	23-Jun-26
-201.8	1527039735	23-Jun-26
-16.12	1527039749	23-Jun-26
-50.36	1527039752	23-Jun-26
-302.7	1527039754	23-Jun-26
-500	1527039757	23-Jun-26
-50.36	1527039823	23-Jun-26
-100.9	1527039824	23-Jun-26
-30.11	1527039841	23-Jun-26
-372.66	1527039856	23-Jun-26
-7.05	1527039865	23-Jun-26
-100.72	1527039869	23-Jun-26
-100.72	1527039879	23-Jun-26
-50.36	1527039893	23-Jun-26
-302.16	1527039894	23-Jun-26
-100.72	1527039925	23-Jun-26
-100.9	1527039933	23-Jun-26
-201.8	1527039936	23-Jun-26
-14.1	1527039947	23-Jun-26
-50.45	1527039967	23-Jun-26
-100.9	1527039969	23-Jun-26
-50.36	1527039975	23-Jun-26
-2014.4	1527039995	23-Jun-26
-201.8	1527040016	23-Jun-26
-303.24	1527040040	23-Jun-26
-2513.5	1527040054	23-Jun-26
-100.9	1527040055	23-Jun-26
-50.45	1527040059	23-Jun-26
-504.5	1527040069	23-Jun-26
-2010.8	1527040077	23-Jun-26
50.45	1527040078	23-Jun-26
1345.01	1527040086	23-Jun-26
-50.14	1527040108	23-Jun-26
-201.75	1527040123	23-Jun-26
-68.2	1527040127	23-Jun-26
-100.72	1527040130	23-Jun-26
-221.98	1527040136	23-Jun-26
-2010.8	1527040138	23-Jun-26
-807.2	1527040150	23-Jun-26
-201.44	1527040163	23-Jun-26
-100.9	1527040184	23-Jun-26
-1007.2	1527040186	23-Jun-26
-1057.11	1527040188	23-Jun-26
-150.54	1527040190	23-Jun-26
-130.94	1527040197	23-Jun-26
-302.16	1527040202	23-Jun-26
-60	1527040211	23-Jun-26
39.55	1527040214	23-Jun-26
-100.72	1527040215	23-Jun-26
-3.43	1527040218	23-Jun-26
-20.14	1527040219	23-Jun-26
-20.14	1527040220	23-Jun-26
-201.44	1527040221	23-Jun-26
-10.07	1527040223	23-Jun-26
-201.44	1527040224	23-Jun-26
-302.16	1527040230	23-Jun-26
-100.72	1527040232	23-Jun-26
-50.18	1527040233	23-Jun-26
502.5	1527040237	23-Jun-26
-30.78	1527040268	23-Jun-26
-50.36	1527040269	23-Jun-26
-48.35	1527040270	23-Jun-26
-30.22	1527040271	23-Jun-26
-50.36	1527040315	23-Jun-26
-100.36	1527040325	23-Jun-26
-30.22	1527040326	23-Jun-26
-70.25	1527040329	23-Jun-26
-151.08	1527040330	23-Jun-26
-100.72	1527040342	23-Jun-26
-20.14	1527040355	23-Jun-26
-20	1527040372	23-Jun-26
-10	1527040416	23-Jun-26
-503.6	1527040423	23-Jun-26
-15	1527040434	23-Jun-26
-45.16	1527040439	23-Jun-26
-30.11	1527040450	23-Jun-26
-100.72	1527040457	23-Jun-26
-5.04	1527040479	23-Jun-26
-50.36	1527040485	23-Jun-26
-75.54	1527040487	23-Jun-26
-100.72	1527040492	23-Jun-26
-50.36	1527040500	23-Jun-26
50.19	1527040502	23-Jun-26
-50.18	1527040514	23-Jun-26
-30.22	1527040566	23-Jun-26
-100.9	1527040569	23-Jun-26
-151.35	1527040570	23-Jun-26
-100.72	1527040582	23-Jun-26
-100.72	1527040583	23-Jun-26
-50.36	1527040589	23-Jun-26
-100.72	1527040591	23-Jun-26
-20.38	1527040596	23-Jun-26
-501.8	1527040600	23-Jun-26
-100.9	1527040622	23-Jun-26
-50.36	1527040623	23-Jun-26
501.88	1527040651	23-Jun-26
-25.18	1527040653	23-Jun-26
-300	1527040657	23-Jun-26
-68.49	1527040658	23-Jun-26
-100.72	1527040660	23-Jun-26
-50.11	1527040661	23-Jun-26
-50.45	1527040668	23-Jun-26
-50.45	1527040673	23-Jun-26
-20.18	1527040676	23-Jun-26
-100.9	1527040677	23-Jun-26
-75.54	1527040711	23-Jun-26
-201.44	1527040714	23-Jun-26
-5.04	1527040716	23-Jun-26
-50.45	1527040732	23-Jun-26
-483.46	1527040736	23-Jun-26
-503.6	1527040738	23-Jun-26
-101.08	1527040745	23-Jun-26
-20	1527040756	23-Jun-26
-20.14	1527040766	23-Jun-26
-503.6	1527040788	23-Jun-26
-100.72	1527040803	23-Jun-26
-50.36	1527040820	23-Jun-26
-50.36	1527040821	23-Jun-26
-906.48	1527040830	23-Jun-26
-100	1527040832	23-Jun-26
-504.5	1527040865	23-Jun-26
-352.52	1527040895	23-Jun-26
-201.44	1527040906	23-Jun-26
-1007.2	1527040910	23-Jun-26
-5.04	1527040913	23-Jun-26
-200.54	1527040954	23-Jun-26
-100.72	1527040955	23-Jun-26
-34.18	1527040956	23-Jun-26
-63.45	1527040958	23-Jun-26
-60.54	1527040960	23-Jun-26
-604.32	1527040998	23-Jun-26
-20.14	1527041007	23-Jun-26
-503.6	1527041008	23-Jun-26
-151.08	1527041009	23-Jun-26
-75.68	1527041048	23-Jun-26
-50.36	1527041120	23-Jun-26
-201.44	1527041131	23-Jun-26
-10.07	1527041136	23-Jun-26
-302.16	1527041167	23-Jun-26
-50.36	1527041170	23-Jun-26
-50	1527041191	23-Jun-26
-201.8	1527041220	23-Jun-26
-202.15	1527041222	23-Jun-26
-100.54	1527041227	23-Jun-26
-100.72	1527041237	23-Jun-26
-302.16	1527041238	23-Jun-26
-100.72	1527041239	23-Jun-26
-302.16	1527041241	23-Jun-26
55.45	1527041244	23-Jun-26
-302.7	1527041249	23-Jun-26
-100	1527041263	23-Jun-26
-151.35	1527041266	23-Jun-26
-50.45	1527041317	23-Jun-26
-50.18	1527041362	23-Jun-26
-30.32	1527041363	23-Jun-26
-100.72	1527041373	23-Jun-26
-300	1527041376	23-Jun-26
4.65	1527041388	23-Jun-26
-50	1527041416	23-Jun-26
-151.35	1527041419	23-Jun-26
-60.61	1527041422	23-Jun-26
-503.6	1527041425	23-Jun-26
-100.9	1527041432	23-Jun-26
-100.9	1527041437	23-Jun-26
-100.72	1527041438	23-Jun-26
100.5	1527041497	23-Jun-26
-50.36	1527041506	23-Jun-26
-523.74	1527041507	23-Jun-26
-503.6	1527041508	23-Jun-26
-201.44	1527041509	23-Jun-26
-15.11	1527041512	23-Jun-26
-151.08	1527041520	23-Jun-26
301.5	1527041549	23-Jun-26
-10.07	1527041553	23-Jun-26
-50.45	1527041581	23-Jun-26
-201.8	1527041583	23-Jun-26
-25.23	1527041594	23-Jun-26
-382.92	1527041596	23-Jun-26
-500	1527041605	23-Jun-26
-100.72	1527041606	23-Jun-26
-50.45	1527041641	23-Jun-26
-100.72	1527041657	23-Jun-26
-70.5	1527041658	23-Jun-26
-352.52	1527041660	23-Jun-26
-100.72	1527041666	23-Jun-26
-100.72	1527041667	23-Jun-26
-5.54	1527041693	23-Jun-26
-120.86	1527041694	23-Jun-26
-100.9	1527041697	23-Jun-26
-15.11	1527041739	23-Jun-26
-100.9	1527041777	23-Jun-26
-60	1527041782	23-Jun-26
-100.72	1527041785	23-Jun-26
-5	1527041792	23-Jun-26
-70.63	1527041812	23-Jun-26
49.45	1527041841	23-Jun-26
-201.8	1527041853	23-Jun-26
-100.9	1527041870	23-Jun-26
-35.25	1527041871	23-Jun-26
-40.29	1527041872	23-Jun-26
-201.44	1527041874	23-Jun-26
-46.17	1527041879	23-Jun-26
-201.8	1527041886	23-Jun-26
-130.94	1527041889	23-Jun-26
-20.14	1527041892	23-Jun-26
100.5	1527041895	23-Jun-26
10.45	1527041910	23-Jun-26
-50.52	1527041937	23-Jun-26
-50.52	1527041939	23-Jun-26
-101.01	1527041940	23-Jun-26
407.03	1527041946	23-Jun-26
-30.22	1527042007	23-Jun-26
-202.16	1527042010	23-Jun-26
-20.04	1527042052	23-Jun-26
-50.45	1527042066	23-Jun-26
-100.72	1527042067	23-Jun-26
-15.11	1527042074	23-Jun-26
-100.72	1527042078	23-Jun-26
-20.14	1527042080	23-Jun-26
-503.6	1527042122	23-Jun-26
-503.6	1527042199	23-Jun-26
502.5	1527042203	23-Jun-26
-200.72	1527042259	23-Jun-26
-23.93	1527042265	23-Jun-26
-30.11	1527042268	23-Jun-26
-100.72	1527042271	23-Jun-26
-100.72	1527042273	23-Jun-26
-151.08	1527042275	23-Jun-26
-10.07	1527042279	23-Jun-26
-302.16	1527042280	23-Jun-26
-40.36	1527042323	23-Jun-26
-20.22	1527042339	23-Jun-26
-501.8	1527042345	23-Jun-26
-10.07	1527042362	23-Jun-26
-40.29	1527042368	23-Jun-26
-15.11	1527042371	23-Jun-26
-28.2	1527042379	23-Jun-26
-309.4	1527042386	23-Jun-26
-503.6	1527042404	23-Jun-26
4.45	1527042408	23-Jun-26
-100.9	1527042422	23-Jun-26
-20.14	1527042428	23-Jun-26
-151.35	1527042452	23-Jun-26
-30.11	1527042469	23-Jun-26
-20.04	1527042492	23-Jun-26
-50.45	1527042524	23-Jun-26
-140.3	1527042553	23-Jun-26
-80.29	1527042567	23-Jun-26
-503.6	1527042569	23-Jun-26
-503.6	1527042570	23-Jun-26
-50.11	1527042595	23-Jun-26
-100.9	1527042603	23-Jun-26
-50.36	1527042609	23-Jun-26
-55.12	1527042642	23-Jun-26
-28.2	1527042650	23-Jun-26
-300	1527042655	23-Jun-26
-352.52	1527042677	23-Jun-26
-30.22	1527042678	23-Jun-26
50.19	1527042704	23-Jun-26
-50.45	1527042756	23-Jun-26
-50.11	1527042834	23-Jun-26
-504.5	1527042843	23-Jun-26
-40.36	1527042847	23-Jun-26
-201.8	1527042860	23-Jun-26
-302.7	1527042875	23-Jun-26
-504.5	1527042889	23-Jun-26
-50.36	1527042905	23-Jun-26
-50.36	1527042937	23-Jun-26
-50.36	1527042938	23-Jun-26
-504.5	1527042944	23-Jun-26
-100.72	1527042968	23-Jun-26
-80.29	1527042974	23-Jun-26
-604.32	1527042980	23-Jun-26
-501.8	1527042981	23-Jun-26
-120.43	1527042993	23-Jun-26
-504.5	1527042999	23-Jun-26
-503.6	1527043007	23-Jun-26
-100.72	1527043017	23-Jun-26
-201.44	1527043018	23-Jun-26
-100.72	1527043022	23-Jun-26
-504.5	1527043043	23-Jun-26
-100.72	1527043069	23-Jun-26
-100.72	1527043083	23-Jun-26
-1007.2	1527043085	23-Jun-26
-504.5	1527043127	23-Jun-26
-30.22	1527043142	23-Jun-26
-100.72	1527043146	23-Jun-26
-353.15	1527043155	23-Jun-26
-100.9	1527043182	23-Jun-26
-1005.4	1527043187	23-Jun-26
-50.36	1527043192	23-Jun-26
-50.36	1527043205	23-Jun-26
-100.72	1527043239	23-Jun-26
-3.02	1527043250	23-Jun-26
-75.54	1527043251	23-Jun-26
-50.36	1527043263	23-Jun-26
-302.16	1527043265	23-Jun-26
-312.23	1527043266	23-Jun-26
-10.02	1527043267	23-Jun-26
-10.07	1527043274	23-Jun-26
-15.11	1527043284	23-Jun-26
-50.18	1527043294	23-Jun-26
-50	1527043299	23-Jun-26
-30.22	1527043325	23-Jun-26
-50.18	1527043331	23-Jun-26
-75.54	1527043354	23-Jun-26
-50.36	1527043355	23-Jun-26
-50.18	1527043370	23-Jun-26
-100.72	1527043384	23-Jun-26
-1000	1527043385	23-Jun-26
-302.7	1527043392	23-Jun-26
-100.72	1527043399	23-Jun-26
-100.72	1527043404	23-Jun-26
-20.14	1527043405	23-Jun-26
-3.02	1527043433	23-Jun-26
-201.8	1527043443	23-Jun-26
-17.09	1527043453	23-Jun-26
-201.44	1527043456	23-Jun-26
-100.72	1527043459	23-Jun-26
-100.72	1527043462	23-Jun-26
-201.44	1527043482	23-Jun-26
13.45	1527043486	23-Jun-26
-50.36	1527043495	23-Jun-26
50.45	1527043496	23-Jun-26
-30.27	1527043502	23-Jun-26
-50.54	1527043518	23-Jun-26
-48.35	1527043520	23-Jun-26
98.49	1527043524	23-Jun-26
9.45	1527043531	23-Jun-26
-3.02	1527043537	23-Jun-26
-50.36	1527043555	23-Jun-26
-35.48	1527043559	23-Jun-26
-300	1527043570	23-Jun-26
-40.29	1527043573	23-Jun-26
-251.8	1527043575	23-Jun-26
-50	1527043576	23-Jun-26
-50.45	1527043583	23-Jun-26
-12.04	1527043591	23-Jun-26
-250.54	1527043621	23-Jun-26
-201.44	1527043635	23-Jun-26
-100.22	1527043640	23-Jun-26
-50.36	1527043644	23-Jun-26
-100.36	1527043667	23-Jun-26
723.6	1527043677	23-Jun-26
-1000	1527043679	23-Jun-26
-302.7	1527043692	23-Jun-26
-201.44	1527043707	23-Jun-26
-30.27	1527043716	23-Jun-26
-30.27	1527043717	23-Jun-26
-100.54	1527043761	23-Jun-26
-251.8	1527043792	23-Jun-26
-25	1527043795	23-Jun-26
-50.36	1527043799	23-Jun-26
-65.47	1527043829	23-Jun-26
-503.6	1527043831	23-Jun-26
-201.44	1527043846	23-Jun-26
-20.04	1527043854	23-Jun-26
-100.72	1527043856	23-Jun-26
-302.16	1527043857	23-Jun-26
-251.8	1527043858	23-Jun-26
-151.08	1527043859	23-Jun-26
-80.58	1527043860	23-Jun-26
-70.5	1527043861	23-Jun-26
-50.18	1527043864	23-Jun-26
-20.14	1527043867	23-Jun-26
-100.72	1527043876	23-Jun-26
-15.11	1527043902	23-Jun-26
-50.36	1527043933	23-Jun-26
-203.45	1527043943	23-Jun-26
-201.44	1527043944	23-Jun-26
-100.72	1527043966	23-Jun-26
-1000	1527043978	23-Jun-26
-5.04	1527044009	23-Jun-26
-1007.2	1527044017	23-Jun-26
-100.72	1527044032	23-Jun-26
-50.45	1527044034	23-Jun-26
-301.08	1527044035	23-Jun-26
-151.35	1527044037	23-Jun-26
-100.9	1527044040	23-Jun-26
-20.18	1527044044	23-Jun-26
-50.45	1527044051	23-Jun-26
-20.22	1527044059	23-Jun-26
-20.14	1527044071	23-Jun-26
-301.08	1527044084	23-Jun-26
203	1527044092	23-Jun-26
-100.72	1527044110	23-Jun-26
99.5	1527044111	23-Jun-26
-402.88	1527044133	23-Jun-26
200.23	1527044139	23-Jun-26
-301.08	1527044163	23-Jun-26
-50.36	1527044172	23-Jun-26
-302.16	1527044205	23-Jun-26
30.45	1527044229	23-Jun-26
-50.36	1527044230	23-Jun-26
-50.36	1527044248	23-Jun-26
-100.72	1527044249	23-Jun-26
-10.02	1527044254	23-Jun-26
-40.29	1527044255	23-Jun-26
-50.36	1527044256	23-Jun-26
-30.22	1527044258	23-Jun-26
-3.02	1527044263	23-Jun-26
-201.8	1527044306	23-Jun-26
10.08	1527044325	23-Jun-26
40.45	1527044370	23-Jun-26
-50.36	1527044374	23-Jun-26
-25.18	1527044377	23-Jun-26
-50.45	1527044385	23-Jun-26
-100.72	1527044403	23-Jun-26
-10.07	1527044414	23-Jun-26
-50.36	1527044425	23-Jun-26
-181.3	1527044429	23-Jun-26
-380.39	1527044430	23-Jun-26
-201.44	1527044436	23-Jun-26
-50.45	1527044478	23-Jun-26
-5.02	1527044489	23-Jun-26
-504.5	1527044506	23-Jun-26
-25.05	1527044518	23-Jun-26
-501.8	1527044528	23-Jun-26
-50.36	1527044536	23-Jun-26
-50.36	1527044544	23-Jun-26
-100.72	1527044546	23-Jun-26
-503.6	1527044559	23-Jun-26
-10.07	1527044560	23-Jun-26
-503.6	1527044561	23-Jun-26
-50.36	1527044620	23-Jun-26
-30.22	1527044622	23-Jun-26
-201.44	1527044627	23-Jun-26
-100.72	1527044628	23-Jun-26
-503.6	1527044638	23-Jun-26
-503.6	1527044676	23-Jun-26
-50.36	1527044678	23-Jun-26
-60.47	1527044681	23-Jun-26
-221.58	1527044682	23-Jun-26
-201.44	1527044694	23-Jun-26
-120.86	1527044720	23-Jun-26
-50.36	1527044723	23-Jun-26
-503.6	1527044769	23-Jun-26
-10.02	1527044819	23-Jun-26
-25.07	1527044821	23-Jun-26
-402.88	1527044841	23-Jun-26
-503.6	1527044862	23-Jun-26
-17.09	1527044868	23-Jun-26
-100.36	1527044910	23-Jun-26
-200.72	1527044911	23-Jun-26
-2513.5	1527044930	23-Jun-26
-180.72	1527044952	23-Jun-26
9.45	1527044973	23-Jun-26
-100.72	1527044992	23-Jun-26
-50.36	1527045002	23-Jun-26
-100.9	1527045015	23-Jun-26
-302.7	1527045021	23-Jun-26
50.45	1527045039	23-Jun-26
-503.6	1527045044	23-Jun-26
-50.14	1527045045	23-Jun-26
-100.36	1527045052	23-Jun-26
-2820.16	1527045058	23-Jun-26
-100.72	1527045059	23-Jun-26
-80.58	1527045079	23-Jun-26
-2266.2	1527045086	23-Jun-26
-104.36	1527045124	23-Jun-26
-30.22	1527045151	23-Jun-26
-201.44	1527045158	23-Jun-26
-40.29	1527045163	23-Jun-26
-150.32	1527045169	23-Jun-26
-100.72	1527045171	23-Jun-26
80.45	1527045175	23-Jun-26
-101.08	1527045185	23-Jun-26
-201.44	1527045246	23-Jun-26
-30.27	1527045270	23-Jun-26
-1311.7	1527045285	23-Jun-26
-50.36	1527045312	23-Jun-26
-38.27	1527045317	23-Jun-26
-20.04	1527045325	23-Jun-26
-50.36	1527045331	23-Jun-26
-201.44	1527045336	23-Jun-26
-100.72	1527045340	23-Jun-26
-50.54	1527045347	23-Jun-26
-176.26	1527045352	23-Jun-26
-1007.2	1527045402	23-Jun-26
-100.72	1527045419	23-Jun-26
-100.72	1527045423	23-Jun-26
-15.11	1527045425	23-Jun-26
-50.36	1527045431	23-Jun-26
-200.43	1527045445	23-Jun-26
-25.09	1527045466	23-Jun-26
-30.06	1527045490	23-Jun-26
-50.36	1527045530	23-Jun-26
-50.61	1527045531	23-Jun-26
-50.36	1527045537	23-Jun-26
-50.54	1527045552	23-Jun-26
-500	1527045569	23-Jun-26
-201.44	1527045575	23-Jun-26
-10.02	1527045652	23-Jun-26
-20.14	1527045653	23-Jun-26
-202.16	1527045657	23-Jun-26
-604.32	1527045671	23-Jun-26
-5.04	1527045696	23-Jun-26
-80.58	1527045700	23-Jun-26
-503.6	1527045719	23-Jun-26
-50.45	1527045732	23-Jun-26
-20.07	1527045733	23-Jun-26
-100.9	1527045737	23-Jun-26
-50.45	1527045741	23-Jun-26
133.67	1527045770	23-Jun-26
99.5	1527045801	23-Jun-26
-251.8	1527045823	23-Jun-26
-151.08	1527045825	23-Jun-26
-101.08	1527045828	23-Jun-26
-30.11	1527045856	23-Jun-26
-100.9	1527045861	23-Jun-26
-1007.2	1527045872	23-Jun-26
98.49	1527045896	23-Jun-26
-200	1527045914	23-Jun-26
-10.07	1527045921	23-Jun-26
-5.02	1527045935	23-Jun-26
-50.36	1527045941	23-Jun-26
-20.14	1527045948	23-Jun-26
-10.04	1527045967	23-Jun-26
-5.04	1527045995	23-Jun-26
-20.18	1527046000	23-Jun-26
-151.08	1527046001	23-Jun-26
-40.29	1527046012	23-Jun-26
150.75	1527046037	23-Jun-26
-3.43	1527046077	23-Jun-26
-50.36	1527046079	23-Jun-26
-20.14	1527046080	23-Jun-26
-98.89	1527046086	23-Jun-26
-50	1527046091	23-Jun-26
-10.04	1527046096	23-Jun-26
-50.45	1527046099	23-Jun-26
2.26	1527046131	23-Jun-26
-20.14	1527046133	23-Jun-26
-150.32	1527046144	23-Jun-26
-20.52	1527046153	23-Jun-26
-241.73	1527046157	23-Jun-26
-151.08	1527046180	23-Jun-26
-20.14	1527046181	23-Jun-26
-10.02	1527046230	23-Jun-26
-50.36	1527046236	23-Jun-26
-151.35	1527046239	23-Jun-26
-50.36	1527046271	23-Jun-26
-151.08	1527046287	23-Jun-26
-101.08	1527046291	23-Jun-26
-101.08	1527046292	23-Jun-26
-300	1527046310	23-Jun-26
-500	1527046315	23-Jun-26
-201.44	1527046320	23-Jun-26
-302.16	1527046321	23-Jun-26
-50.45	1527046326	23-Jun-26
4.45	1527046421	23-Jun-26
-100.72	1527046458	23-Jun-26
-100.22	1527046462	23-Jun-26
-50.45	1527046481	23-Jun-26
-201.44	1527046508	23-Jun-26
-50.18	1527046518	23-Jun-26
-20.14	1527046526	23-Jun-26
-201.44	1527046527	23-Jun-26
-100.9	1527046544	23-Jun-26
-20.14	1527046569	23-Jun-26
-301.08	1527046577	23-Jun-26
-1007.2	1527046589	23-Jun-26
-100.72	1527046590	23-Jun-26
-30.27	1527046611	23-Jun-26
-100.9	1527046617	23-Jun-26
-10.02	1527046664	23-Jun-26
-251.8	1527046673	23-Jun-26
-100.72	1527046681	23-Jun-26
-503.6	1527046690	23-Jun-26
10.45	1527046706	23-Jun-26
-100.72	1527046709	23-Jun-26
-8.06	1527046720	23-Jun-26
-58.45	1527046721	23-Jun-26
-50.36	1527046754	23-Jun-26
-152.53	1527046773	23-Jun-26
-151.08	1527046775	23-Jun-26
-50.36	1527046783	23-Jun-26
-151.08	1527046805	23-Jun-26
-30.22	1527046846	23-Jun-26
-151.08	1527046858	23-Jun-26
43.45	1527046862	23-Jun-26
-55.4	1527046865	23-Jun-26
-100.72	1527046869	23-Jun-26
-31.07	1527046871	23-Jun-26
-40.29	1527046876	23-Jun-26
-18.13	1527046883	23-Jun-26
-50.36	1527046886	23-Jun-26
-100.72	1527046894	23-Jun-26
-50.36	1527046931	23-Jun-26
-20.18	1527046937	23-Jun-26
-100.72	1527046954	23-Jun-26
-21.51	1527046972	23-Jun-26
4.45	1527046984	23-Jun-26
-20.07	1527046989	23-Jun-26
-100.72	1527047056	23-Jun-26
-25.18	1527047076	23-Jun-26
-302.7	1527047081	23-Jun-26
-301.49	1527047089	23-Jun-26
-205.44	1527047110	23-Jun-26
-131.4	1527047113	23-Jun-26
-15.05	1527047134	23-Jun-26
-100.22	1527047148	23-Jun-26
-402.88	1527047152	23-Jun-26
-151.08	1527047154	23-Jun-26
-50.36	1527047156	23-Jun-26
-503.6	1527047160	23-Jun-26
-100.72	1527047161	23-Jun-26
-80.22	1527047167	23-Jun-26
-11.03	1527047199	23-Jun-26
-22.05	1527047202	23-Jun-26
-705.04	1527047203	23-Jun-26
